,type,fixed acidity,volatile acidity_big,citric acid_big,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,CpH-103,CpH-101,CpH-102,sulphates,alcohol,quality,pH_bup,sulphates_bup,alcohol_bup,quality_re,type_2,type_of_coluor,quality_re.1,type_dubl,type_of_coluor.1,the_state_manufacturing ,city,manfacutuered_name ,Quantity
3238,white,7.6,270000,290000,2.5,0.059,37,115,0.99328,3.09,3.09,3.09,0.37,9.8,5,8.355,9.871,11.387,12.903,white,black,13.903,white,black,England ,mancity,�ACCOLADE WINES,4514
3239,white,6.6,340000,240000,3.3,0.034,29,99,0.99031,3.1,3.1,3.1,0.4,12.3,7,11.6,13.96,16.32,18.68,white,gray,19.68,white,gray,England ,"Washington, D.C.",�ACCOLADE WINES,4514
3240,white,6.4,160000,420000,1,0.036,29,113,0.9908,3.18,3.18,3.18,0.52,11,6,9.91,11.804,13.698,15.592,white,greeen ,16.592,white,greeen ,England ,Buenos Aires ,�ACCOLADE WINES,4514
3241,white,5.8,300000,420000,1.1,0.036,19,113,0.98871,3.1,3.1,3.1,0.46,12.6,7,11.75,14.134,16.518,18.902,white,yellow ,19.902,white,yellow ,England ,paris,�ACCOLADE WINES,4514
3242,white,7,290000,350000,1.4,0.036,42,109,0.99119,3.31,3.31,3.31,0.62,11.6,6,10.145,12.05,13.955,15.86,white,brown ,16.86,white,brown ,England ,Buenos Aires,�ACCOLADE WINES,4514
3243,white,6.6,340000,240000,3.3,0.034,29,99,0.99031,3.1,3.1,3.1,0.4,12.3,7,11.6,13.96,16.32,18.68,white,red,19.68,white,red,England ,mancity,�ACCOLADE WINES,4514
3244,white,6.7,210000,360000,8.55,0.02,20,86,0.99146,3.19,3.19,3.19,0.22,13.4,7,12.105,14.566,17.027,19.488,white,black,20.488,white,black,England ,"Washington, D.C.",�ACCOLADE WINES,4514
3245,white,7.6,270000,290000,2.5,0.059,37,115,0.99328,3.09,3.09,3.09,0.37,9.8,5,8.355,9.871,11.387,12.903,white,gray,13.903,white,gray,England ,Buenos Aires ,�ACCOLADE WINES,4514
3246,white,6.8,220000,410000,6.7,0.034,39,116,0.99245,3.18,3.18,3.18,0.46,11.5,6,10.16,12.11,14.06,16.01,white,greeen ,17.01,white,greeen ,England ,paris,�ACCOLADE WINES,4514
3247,white,7.7,270000,490000,3.8,0.037,46,139,0.99116,3.04,3.04,3.04,0.38,11.6,6,10.28,12.29,14.3,16.31,white,yellow ,17.31,white,yellow ,France,Buenos Aires,�ACCOLADE WINES,4514
3248,white,6.4,250000,370000,4.5,0.039,41,147,0.9921,3.18,3.18,3.18,0.4,11.1,7,10.96,13.176,15.392,17.608,white,brown ,18.608,white,brown ,France,mancity,�ACCOLADE WINES,4514
3249,white,6.4,230000,350000,4.6,0.039,43,147,0.99216,3.18,3.18,3.18,0.4,11,7,10.91,13.116,15.322,17.528,white,red,18.528,white,red,France,"Washington, D.C.",�ACCOLADE WINES,4514
3250,white,6.7,130000,450000,4.2,0.043,52,131,0.99162,3.06,3.06,3.06,0.54,11.3,6,10.12,12.078,14.036,15.994,white,black,16.994,white,black,France,Buenos Aires ,�ACCOLADE WINES,4514
3251,white,6.7,240000,370000,11.3,0.043,64,173,0.99632,3.08,3.08,3.08,0.53,9.9,6,9.41,11.223,13.036,14.849,white,gray,15.849,white,gray,France,paris,�ACCOLADE WINES,4514
3252,white,7.1,260000,370000,5.5,0.025,31,105,0.99082,3.06,3.06,3.06,0.33,12.6,8,12.77,15.479,18.188,20.897,white,greeen ,21.897,white,greeen ,France,Buenos Aires,�ACCOLADE WINES,4514
3253,white,5.3,300000,160000,4.2,0.029,37,100,0.9905,3.3,3.3,3.3,0.36,11.8,8,12.25,14.804,17.358,19.912,white,yellow ,20.912,white,yellow ,USA,mancity,�ACCOLADE WINES,4514
3254,white,7.1,380000,400000,2.2,0.042,54,201,0.99177,3.03,3.03,3.03,0.5,11.4,5,9.185,10.866,12.547,14.228,white,brown ,15.228,white,brown ,USA,"Washington, D.C.",�ACCOLADE WINES,4514
3255,white,7.4,190000,310000,14.5,0.045,39,193,0.9986,3.1,3.1,3.1,0.5,9.2,6,9.05,10.79,12.53,14.27,white,red,15.27,white,red,USA,Buenos Aires ,�PERNOD RICARD,4514
3256,white,7.4,190000,310000,14.5,0.045,39,193,0.9986,3.1,3.1,3.1,0.5,9.2,6,9.05,10.79,12.53,14.27,white,black,15.27,white,black,USA,paris,�PERNOD RICARD,4514
3257,white,7.4,190000,310000,14.5,0.045,39,193,0.9986,3.1,3.1,3.1,0.5,9.2,6,9.05,10.79,12.53,14.27,white,gray,15.27,white,gray,USA,Buenos Aires,�PERNOD RICARD,4514
3258,white,7.4,190000,310000,14.5,0.045,39,193,0.9986,3.1,3.1,3.1,0.5,9.2,6,9.05,10.79,12.53,14.27,white,greeen ,15.27,white,greeen ,USA,mancity,�PERNOD RICARD,4514
3259,white,7.4,190000,310000,14.5,0.045,39,193,0.9986,3.1,3.1,3.1,0.5,9.2,6,9.05,10.79,12.53,14.27,white,yellow ,15.27,white,yellow ,USA,"Washington, D.C.",�PERNOD RICARD,4514
3260,white,7.4,190000,310000,14.5,0.045,39,193,0.9986,3.1,3.1,3.1,0.5,9.2,6,9.05,10.79,12.53,14.27,white,brown ,15.27,white,brown ,USA,Buenos Aires ,�PERNOD RICARD,4514
3261,white,6.3,320000,320000,1.5,0.03,24,101,0.98923,3.21,3.21,3.21,0.42,13,5,9.895,11.69,13.485,15.28,white,red,16.28,white,red,USA,paris,�PERNOD RICARD,4514
3262,white,7.6,190000,320000,18.75,0.047,32,193,1.00014,3.1,3.1,3.1,0.5,9.3,7,10.1,12.15,14.2,16.25,white,black,17.25,white,black,Argentina,Buenos Aires,�PERNOD RICARD,4514
3263,white,6.5,260000,310000,3.6,0.03,36,92,0.99026,3.22,3.22,3.22,0.62,12.6,8,12.69,15.322,17.954,20.586,white,gray,21.586,white,gray,France,mancity,�PERNOD RICARD,4514
3264,white,5.9,240000,120000,1.4,0.035,60,247,0.99358,3.34,3.34,3.34,0.44,9.6,6,9.13,10.844,12.558,14.272,white,greeen ,15.272,white,greeen ,Argentina,"Washington, D.C.",�PERNOD RICARD,4514
3265,white,4.2,215000,230000,5.1,0.041,64,157,0.99688,3.42,3.42,3.42,0.44,8,3,5.29,5.92,6.55,7.18,white,yellow ,8.18,white,yellow ,France,Buenos Aires ,�PERNOD RICARD,4514
3266,white,8.1,240000,320000,10.5,0.03,34,105,0.99407,3.11,3.11,3.11,0.42,11.8,6,10.345,12.35,14.355,16.36,white,brown ,17.36,white,brown ,Argentina,paris,�PERNOD RICARD,4514
3267,white,5.8,230000,200000,2,0.043,39,154,0.99226,3.21,3.21,3.21,0.39,10.2,6,9.495,11.313,13.131,14.949,white,red,15.949,white,red,England ,Buenos Aires,�PERNOD RICARD,4514
3268,white,7.5,330000,360000,2.6,0.051,26,126,0.99097,3.32,3.32,3.32,0.53,12.7,6,10.69,12.711,14.732,16.753,white,black,17.753,white,black,USA,mancity,�PERNOD RICARD,4514
3269,white,6.6,380000,360000,9.2,0.061,42,214,0.9976,3.31,3.31,3.31,0.56,9.4,5,8.045,9.436,10.827,12.218,white,gray,13.218,white,gray,England ,"Washington, D.C.",�PERNOD RICARD,4514
3270,white,6.4,150000,290000,1.8,0.044,21,115,0.99166,3.1,3.1,3.1,0.38,10.2,5,8.55,10.102,11.654,13.206,white,greeen ,14.206,white,greeen ,England ,Buenos Aires ,�PERNOD RICARD,4514
3271,white,6.5,320000,340000,5.7,0.044,27,91,0.99184,3.28,3.28,3.28,0.6,12,7,11.36,13.616,15.872,18.128,white,yellow ,19.128,white,yellow ,England ,paris,�PERNOD RICARD,4514
3272,white,7.5,220000,320000,2.4,0.045,29,100,0.99135,3.08,3.08,3.08,0.6,11.3,7,11.11,13.356,15.602,17.848,white,brown ,18.848,white,brown ,England ,Buenos Aires,�PERNOD RICARD,4514
3273,white,6.4,230000,320000,1.9,0.038,40,118,0.99074,3.32,3.32,3.32,0.53,11.8,7,11.24,13.471,15.702,17.933,white,red,18.933,white,red,England ,mancity,�PERNOD RICARD,4514
3274,white,6.1,220000,310000,1.4,0.039,40,129,0.99193,3.45,3.45,3.45,0.59,10.9,5,8.725,10.221,11.717,13.213,white,black,14.213,white,black,England ,"Washington, D.C.",�PERNOD RICARD,4514
3275,white,6.5,480000,20000,0.9,0.043,32,99,0.99226,3.14,3.14,3.14,0.47,9.8,4,7.33,8.521,9.712,10.903,white,gray,11.903,white,gray,England ,Buenos Aires ,�PERNOD RICARD,4514
3276,white,6.6,230000,300000,4.6,0.06,29,154,0.99142,3.23,3.23,3.23,0.49,12.2,8,12.485,15.087,17.689,20.291,white,greeen ,21.291,white,greeen ,England ,paris,�PERNOD RICARD,4514
3277,white,6.4,160000,250000,1.4,0.057,21,125,0.99091,3.23,3.23,3.23,0.44,11.1,7,10.935,13.132,15.329,17.526,white,yellow ,18.526,white,yellow ,England ,Buenos Aires,�PERNOD RICARD,4514
3278,white,6.6,380000,360000,9.2,0.061,42,214,0.9976,3.31,3.31,3.31,0.56,9.4,5,8.045,9.436,10.827,12.218,white,brown ,13.218,white,brown ,England ,mancity,�PERNOD RICARD,4514
3279,white,7.4,160000,320000,1.4,0.065,23,140,0.99134,3.06,3.06,3.06,0.47,11.4,6,10.17,12.145,14.12,16.095,white,red,17.095,white,red,France,"Washington, D.C.",�PERNOD RICARD,4514
3280,white,6.4,150000,290000,1.8,0.044,21,115,0.99166,3.1,3.1,3.1,0.38,10.2,5,8.55,10.102,11.654,13.206,white,black,14.206,white,black,France,Buenos Aires ,�PERNOD RICARD,4514
3281,white,6.5,320000,300000,2.3,0.051,20,127,0.98964,3.13,3.13,3.13,0.52,12.8,6,10.835,12.924,15.013,17.102,white,gray,18.102,white,gray,France,paris,�PERNOD RICARD,4514
3282,white,6.7,120000,360000,2.3,0.039,43,125,0.99229,3.07,3.07,3.07,0.67,10.1,7,10.515,12.637,14.759,16.881,white,greeen ,17.881,white,greeen ,France,Buenos Aires,�PERNOD RICARD,4514
3283,white,6.6,200000,140000,4.4,0.184,35,168,0.99396,2.93,2.93,2.93,0.45,9.4,6,9.235,11.051,12.867,14.683,white,yellow ,15.683,white,yellow ,France,mancity,�PERNOD RICARD,4514
3284,white,8,340000,250000,6.4,0.035,38,103,0.99148,2.91,2.91,2.91,0.23,12.2,6,10.645,12.769,14.893,17.017,white,brown ,18.017,white,brown ,France,"Washington, D.C.",�GRUPO PENAFLOR,4514
3285,white,6.8,210000,310000,2.9,0.046,40,121,0.9913,3.07,3.07,3.07,0.65,10.9,7,10.915,13.119,15.323,17.527,white,red,18.527,white,red,USA,Buenos Aires ,�CONSTELLATION BRANDS,4514
3286,white,6.8,230000,310000,2.8,0.047,40,122,0.99126,3.06,3.06,3.06,0.64,10.9,7,10.92,13.128,15.336,17.544,white,black,18.544,white,black,USA,paris,�THE WINE GROUP,4514
3287,white,6.8,210000,310000,2.9,0.046,40,121,0.9913,3.07,3.07,3.07,0.65,10.9,7,10.915,13.119,15.323,17.527,white,gray,18.527,white,gray,USA,Buenos Aires,�E & J GALLO,4514
3288,white,6.6,200000,140000,4.4,0.184,35,168,0.99396,2.93,2.93,2.93,0.45,9.4,6,9.235,11.051,12.867,14.683,white,greeen ,15.683,white,greeen ,USA,mancity,TREASURY WINE ESTATE,4514
3289,white,6.6,280000,420000,8.2,0.044,60,196,0.99562,3.14,3.14,3.14,0.48,9.4,5,8.13,9.58,11.03,12.48,white,yellow ,13.48,white,yellow ,USA,"Washington, D.C.",TREASURY WINE ESTATE,4514
3290,white,7.8,250000,370000,1,0.043,10,80,0.99128,3.08,3.08,3.08,0.38,11.4,5,9.16,10.838,12.516,14.194,white,brown ,15.194,white,brown ,USA,Buenos Aires ,TREASURY WINE ESTATE,4514
3291,white,5.6,120000,330000,2.9,0.044,21,73,0.98896,3.17,3.17,3.17,0.32,12.9,8,12.865,15.572,18.279,20.986,white,red,21.986,white,red,USA,paris,TREASURY WINE ESTATE,4514
3292,white,6.6,280000,410000,7,0.046,59,194,0.99558,3.14,3.14,3.14,0.48,9.4,5,8.13,9.58,11.03,12.48,white,black,13.48,white,black,USA,Buenos Aires,TREASURY WINE ESTATE,4514
3293,white,6.8,170000,350000,1.8,0.04,29,84,0.98961,2.91,2.91,2.91,0.57,12,7,11.545,13.915,16.285,18.655,white,gray,19.655,white,gray,USA,mancity,TREASURY WINE ESTATE,4514
3294,white,7.3,250000,280000,1.5,0.043,19,113,0.99338,3.38,3.38,3.38,0.56,10.1,6,9.36,11.1,12.84,14.58,white,greeen ,15.58,white,greeen ,Argentina,"Washington, D.C.",TREASURY WINE ESTATE,4514
3295,white,6.6,280000,410000,7,0.046,59,194,0.99558,3.14,3.14,3.14,0.48,9.4,5,8.13,9.58,11.03,12.48,white,yellow ,13.48,white,yellow ,France,Buenos Aires ,TREASURY WINE ESTATE,4514
3296,white,6.6,280000,420000,8.2,0.044,60,196,0.99562,3.14,3.14,3.14,0.48,9.4,5,8.13,9.58,11.03,12.48,white,brown ,13.48,white,brown ,Argentina,paris,TREASURY WINE ESTATE,4514
3297,white,6.5,250000,500000,7.6,0.047,54,184,0.99572,3.17,3.17,3.17,0.45,9.2,5,8.015,9.439,10.863,12.287,white,red,13.287,white,red,France,Buenos Aires,�VINA CONCHA Y TORO,4514
3298,white,6.3,240000,350000,2.3,0.039,43,109,0.99056,3.34,3.34,3.34,0.44,11.8,6,10.23,12.164,14.098,16.032,white,black,17.032,white,black,Argentina,mancity,�VINA CONCHA Y TORO,4514
3299,white,6.8,320000,320000,8.7,0.029,31,105,0.99146,3,3,3,0.34,12.3,7,11.65,14.046,16.442,18.838,white,gray,19.838,white,gray,England ,"Washington, D.C.",�VINA CONCHA Y TORO,4514
3300,white,7.8,250000,370000,1,0.043,10,80,0.99128,3.08,3.08,3.08,0.38,11.4,5,9.16,10.838,12.516,14.194,white,greeen ,15.194,white,greeen ,USA,Buenos Aires ,�VINA CONCHA Y TORO,4514
3301,white,5.6,120000,330000,2.9,0.044,21,73,0.98896,3.17,3.17,3.17,0.32,12.9,8,12.865,15.572,18.279,20.986,white,yellow ,21.986,white,yellow ,England ,paris,�VINA CONCHA Y TORO,4514
3302,white,6.6,240000,280000,6.7,0.032,26,91,0.99172,3.13,3.13,3.13,0.32,12.3,6,10.585,12.644,14.703,16.762,white,brown ,17.762,white,brown ,England ,Buenos Aires,�VINA CONCHA Y TORO,4514
3303,white,6.3,220000,340000,5,0.032,36,93,0.99012,3.27,3.27,3.27,0.36,13.5,7,12.115,14.548,16.981,19.414,white,red,20.414,white,red,England ,mancity,�VINA CONCHA Y TORO,4514
3304,white,6,320000,300000,1.9,0.033,41,142,0.98912,3.29,3.29,3.29,0.42,12.8,7,11.755,14.106,16.457,18.808,white,black,19.808,white,black,England ,"Washington, D.C.",�VINA CONCHA Y TORO,4514
3305,white,6.3,190000,290000,2,0.022,33,96,0.98902,3.04,3.04,3.04,0.54,12.8,7,11.88,14.294,16.708,19.122,white,gray,20.122,white,gray,England ,Buenos Aires ,�VINA CONCHA Y TORO,4514
3306,white,6,320000,300000,1.9,0.033,41,142,0.98912,3.29,3.29,3.29,0.42,12.8,7,11.755,14.106,16.457,18.808,white,greeen ,19.808,white,greeen ,England ,paris,�VINA CONCHA Y TORO,4514
3307,white,9.4,240000,290000,8.5,0.037,124,208,0.99395,2.9,2.9,2.9,0.38,11,3,7.05,8.142,9.234,10.326,white,yellow ,11.326,white,yellow ,England ,Buenos Aires,�VINA CONCHA Y TORO,4514
3308,white,6.4,350000,280000,12.6,0.039,19,124,0.99539,3.2,3.2,3.2,0.43,10.6,6,9.7,11.557,13.414,15.271,white,brown ,16.271,white,brown ,England ,mancity,�VINA CONCHA Y TORO,4514
3309,white,6.7,460000,270000,5.2,0.039,35,96,0.99129,3.16,3.16,3.16,0.44,12.4,7,11.62,13.968,16.316,18.664,white,red,19.664,white,red,England ,"Washington, D.C.",�VINA CONCHA Y TORO,4514
3310,white,6.3,300000,290000,2.1,0.048,33,142,0.98956,3.22,3.22,3.22,0.46,12.9,7,11.84,14.218,16.596,18.974,white,black,19.974,white,black,England ,Buenos Aires ,�VINA CONCHA Y TORO,4514
3311,white,6,190000,290000,1.1,0.047,67,152,0.9916,3.54,3.54,3.54,0.59,11.1,7,10.78,12.869,14.958,17.047,white,gray,18.047,white,gray,France,paris,CASTEL FRERES,4514
3312,white,5.9,240000,280000,1.3,0.032,36,95,0.98889,3.08,3.08,3.08,0.64,12.9,7,11.91,14.312,16.714,19.116,white,greeen ,20.116,white,greeen ,France,Buenos Aires,CASTEL FRERES,4514
3313,white,7.3,145000,330000,1.1,0.042,14,64,0.99012,3.1,3.1,3.1,0.37,11.8,7,11.35,13.663,15.976,18.289,white,yellow ,19.289,white,yellow ,France,mancity,CASTEL FRERES,4514
3314,white,6.6,435000,380000,9.2,0.058,66,243,0.99833,3.23,3.23,3.23,0.54,9.1,6,8.935,10.622,12.309,13.996,white,brown ,14.996,white,brown ,France,"Washington, D.C.",CASTEL FRERES,4514
3315,white,5.8,180000,370000,1.2,0.036,19,74,0.98853,3.09,3.09,3.09,0.49,12.7,7,11.805,14.199,16.593,18.987,white,red,19.987,white,red,France,Buenos Aires ,CASTEL FRERES,4514
3316,white,5.8,180000,370000,1.1,0.036,31,96,0.98942,3.16,3.16,3.16,0.48,12,6,10.42,12.424,14.428,16.432,white,black,17.432,white,black,France,paris,CASTEL FRERES,4514
3317,white,5.6,320000,320000,8.3,0.043,32,105,0.99266,3.24,3.24,3.24,0.47,11.2,6,9.98,11.881,13.782,15.683,white,gray,16.683,white,gray,USA,Buenos Aires,CASTEL FRERES,4514
3318,white,6.6,160000,350000,1.8,0.042,26,105,0.98962,3.19,3.19,3.19,0.75,12.4,7,11.605,13.913,16.221,18.529,white,greeen ,19.529,white,greeen ,USA,mancity,CASTEL FRERES,4514
3319,white,5.1,210000,280000,1.4,0.047,48,148,0.99168,3.5,3.5,3.5,0.49,10.4,5,8.45,9.891,11.332,12.773,white,yellow ,13.773,white,yellow ,USA,"Washington, D.C.",CASTEL FRERES,4514
3320,white,7.5,290000,360000,15.7,0.05,29,124,0.9968,3.06,3.06,3.06,0.54,10.4,5,8.67,10.238,11.806,13.374,white,brown ,14.374,white,brown ,USA,Buenos Aires ,CASTEL FRERES,4514
3321,white,6,260000,330000,4.35,0.04,15,80,0.98934,3.29,3.29,3.29,0.5,12.7,6,10.705,12.738,14.771,16.804,white,red,17.804,white,red,USA,paris,CASTEL FRERES,4514
3322,white,5.7,260000,300000,1.8,0.039,30,105,0.98995,3.48,3.48,3.48,0.52,12.5,7,11.51,13.764,16.018,18.272,white,black,19.272,white,black,USA,Buenos Aires,CASTEL FRERES,4514
3323,white,7.1,170000,310000,1.6,0.037,15,103,0.991,3.14,3.14,3.14,0.5,12,6,10.43,12.438,14.446,16.454,white,gray,17.454,white,gray,USA,mancity,CASTEL FRERES,4514
3324,white,6.9,170000,300000,2,0.047,13,117,0.99152,3.16,3.16,3.16,0.51,11.6,6,10.22,12.181,14.142,16.103,white,greeen ,17.103,white,greeen ,USA,"Washington, D.C.",CASTEL FRERES,4514
3325,white,6.8,250000,280000,5,0.035,42,126,0.99048,3.12,3.12,3.12,0.38,12.6,7,11.74,14.126,16.512,18.898,white,yellow ,19.898,white,yellow ,USA,Buenos Aires ,CASTEL FRERES,4514
3326,white,6.6,170000,280000,1.8,0.042,62,178,0.99204,3.15,3.15,3.15,0.42,10.2,5,8.525,10.058,11.591,13.124,white,brown ,14.124,white,brown ,Argentina,paris,CASTEL FRERES,4514
3327,white,5.8,170000,360000,1.3,0.036,11,70,0.99202,3.43,3.43,3.43,0.68,10.4,7,10.485,12.528,14.571,16.614,white,red,17.614,white,red,France,Buenos Aires,CASTEL FRERES,4514
3328,white,6.4,240000,290000,1,0.038,18,122,0.9906,3.3,3.3,3.3,0.42,11.5,5,9.1,10.718,12.336,13.954,white,black,14.954,white,black,Argentina,mancity,CASTEL FRERES,4514
3329,white,6.7,210000,340000,1.4,0.049,36,112,0.99091,3.02,3.02,3.02,0.5,11,6,9.99,11.934,13.878,15.822,white,gray,16.822,white,gray,France,"Washington, D.C.",CASTEL FRERES,4514
3330,white,6.7,230000,330000,8.1,0.048,45,176,0.99472,3.11,3.11,3.11,0.52,10.1,6,9.495,11.32,13.145,14.97,white,greeen ,15.97,white,greeen ,Argentina,Buenos Aires ,CASTEL FRERES,4514
3331,white,6.8,230000,320000,8.6,0.046,47,159,0.99452,3.08,3.08,3.08,0.52,10.5,6,9.71,11.584,13.458,15.332,white,yellow ,16.332,white,yellow ,England ,paris,CASTEL FRERES,4514
3332,white,6.5,220000,280000,3.7,0.059,29,151,0.99177,3.23,3.23,3.23,0.41,12.1,7,11.435,13.735,16.035,18.335,white,brown ,19.335,white,brown ,USA,Buenos Aires,CASTEL FRERES,4514
3333,white,5.1,165000,220000,5.7,0.047,42,146,0.9934,3.18,3.18,3.18,0.55,9.9,6,9.36,11.141,12.922,14.703,white,red,15.703,white,red,England ,mancity,CASTEL FRERES,4514
3334,white,6.6,425000,250000,2.35,0.034,23,87,0.99082,3.05,3.05,3.05,0.41,11.4,6,10.175,12.159,14.143,16.127,white,black,17.127,white,black,England ,"Washington, D.C.",CASTEL FRERES,4514
3335,white,6.9,380000,290000,13.65,0.048,52,189,0.99784,3,3,3,0.6,9.5,6,9.25,11.04,12.83,14.62,white,gray,15.62,white,gray,England ,Buenos Aires ,CASTEL FRERES,4514
3336,white,6.9,380000,290000,13.65,0.048,52,189,0.99784,3,3,3,0.6,9.5,6,9.25,11.04,12.83,14.62,white,greeen ,15.62,white,greeen ,England ,paris,CASTEL FRERES,4514
3337,white,6.9,380000,290000,13.65,0.048,52,189,0.99784,3,3,3,0.6,9.5,6,9.25,11.04,12.83,14.62,white,yellow ,15.62,white,yellow ,England ,Buenos Aires,CASTEL FRERES,4514
3338,white,7.2,270000,280000,15.2,0.046,6,41,0.99665,3.17,3.17,3.17,0.39,10.9,6,9.865,11.765,13.665,15.565,white,brown ,16.565,white,brown ,England ,mancity,CASTEL FRERES,4514
3339,white,7.6,170000,270000,4.6,0.05,23,98,0.99422,3.08,3.08,3.08,0.47,9.5,6,9.21,10.989,12.768,14.547,white,red,15.547,white,red,England ,"Washington, D.C.",CASTEL FRERES,4514
3340,white,6.2,300000,310000,1.2,0.048,19,125,0.98999,3.32,3.32,3.32,0.54,12.6,6,10.64,12.65,14.66,16.67,white,black,17.67,white,black,England ,Buenos Aires ,CASTEL FRERES,4514
3341,white,7.6,170000,270000,4.6,0.05,23,98,0.99422,3.08,3.08,3.08,0.47,9.5,6,9.21,10.989,12.768,14.547,white,gray,15.547,white,gray,England ,paris,CASTEL FRERES,4514
3342,white,6.5,260000,320000,6.65,0.059,34,104,0.99254,3.18,3.18,3.18,0.42,11.1,5,8.96,10.574,12.188,13.802,white,greeen ,14.802,white,greeen ,England ,Buenos Aires,CASTEL FRERES,4514
3343,white,6.9,360000,280000,13.55,0.048,51,189,0.99782,3,3,3,0.6,9.5,7,10.25,12.34,14.43,16.52,white,yellow ,17.52,white,yellow ,France,mancity,CASTEL FRERES,4514
3344,white,6.9,380000,290000,13.65,0.048,52,189,0.99784,3,3,3,0.6,9.5,6,9.25,11.04,12.83,14.62,white,brown ,15.62,white,brown ,France,"Washington, D.C.",CASTEL FRERES,4514
3345,white,6.8,180000,240000,9.8,0.058,64,188,0.9952,3.13,3.13,3.13,0.51,10.6,6,9.735,11.605,13.475,15.345,white,red,16.345,white,red,France,Buenos Aires ,CASTEL FRERES,4514
3346,white,6.7,180000,240000,10.3,0.057,64,185,0.99519,3.12,3.12,3.12,0.5,10.6,6,9.74,11.614,13.488,15.362,white,black,16.362,white,black,France,paris,CASTEL FRERES,4514
3347,white,6.6,160000,210000,6.7,0.055,43,157,0.99384,3.15,3.15,3.15,0.52,10.8,6,9.825,11.708,13.591,15.474,white,gray,16.474,white,gray,France,Buenos Aires,CASTEL FRERES,4514
3348,white,7.2,270000,280000,15.2,0.046,6,41,0.99665,3.17,3.17,3.17,0.39,10.9,6,9.865,11.765,13.665,15.565,white,greeen ,16.565,white,greeen ,France,mancity,CASTEL FRERES,4514
3349,white,6.4,170000,270000,9.9,0.047,26,101,0.99596,3.34,3.34,3.34,0.5,9.9,6,9.28,11.018,12.756,14.494,white,yellow ,15.494,white,yellow ,USA,"Washington, D.C.",CASTEL FRERES,4514
3350,white,7.2,220000,280000,7.2,0.06,41,132,0.9935,3.08,3.08,3.08,0.59,11.3,6,10.11,12.057,14.004,15.951,white,brown ,16.951,white,brown ,USA,Buenos Aires ,CASTEL FRERES,4514
3351,white,6,220000,280000,1.1,0.034,47,90,0.98862,3.22,3.22,3.22,0.38,12.6,6,10.69,12.746,14.802,16.858,white,red,17.858,white,red,USA,paris,CASTEL FRERES,4514
3352,white,6.7,360000,280000,8.3,0.034,29,81,0.99151,2.96,2.96,2.96,0.39,12.5,6,10.77,12.893,15.016,17.139,white,black,18.139,white,black,USA,Buenos Aires,CASTEL FRERES,4514
3353,white,6.5,430000,280000,11.25,0.032,31,87,0.9922,3.02,3.02,3.02,0.38,12.4,6,10.69,12.786,14.882,16.978,white,gray,17.978,white,gray,USA,mancity,CASTEL FRERES,4514
3354,white,5.9,200000,280000,12.8,0.038,29,132,0.99426,3.31,3.31,3.31,0.57,11.8,7,11.245,13.475,15.705,17.935,white,greeen ,18.935,white,greeen ,USA,"Washington, D.C.",CASTEL FRERES,4514
3355,white,5.3,320000,230000,9.65,0.026,26,119,0.99168,3.18,3.18,3.18,0.53,12.2,6,10.51,12.523,14.536,16.549,white,yellow ,17.549,white,yellow ,USA,Buenos Aires ,CASTEL FRERES,4514
3356,white,6.8,200000,280000,12.6,0.048,54,136,0.99556,3.19,3.19,3.19,0.37,10.7,6,9.755,11.631,13.507,15.383,white,brown ,16.383,white,brown ,USA,paris,CASTEL FRERES,4514
3357,white,6,220000,330000,12.2,0.033,25,97,0.99356,3.17,3.17,3.17,0.42,11.3,7,11.065,13.302,15.539,17.776,white,red,18.776,white,red,USA,Buenos Aires,CASTEL FRERES,4514
3358,white,6.7,360000,280000,8.3,0.034,29,81,0.99151,2.96,2.96,2.96,0.39,12.5,6,10.77,12.893,15.016,17.139,white,black,18.139,white,black,Argentina,mancity,CASTEL FRERES,4514
3359,white,6.5,430000,280000,11.25,0.032,31,87,0.9922,3.02,3.02,3.02,0.38,12.4,6,10.69,12.786,14.882,16.978,white,gray,17.978,white,gray,France,"Washington, D.C.",CASTEL FRERES,4514
3360,white,7.1,180000,490000,1.3,0.033,12,72,0.99072,3.05,3.05,3.05,0.53,11.3,7,11.125,13.387,15.649,17.911,white,greeen ,18.911,white,greeen ,Argentina,Buenos Aires ,CASTEL FRERES,4514
3361,white,6.4,170000,270000,9.9,0.047,26,101,0.99596,3.34,3.34,3.34,0.5,9.9,6,9.28,11.018,12.756,14.494,white,yellow ,15.494,white,yellow ,France,paris,CASTEL FRERES,4514
3362,white,7.2,220000,280000,7.2,0.06,41,132,0.9935,3.08,3.08,3.08,0.59,11.3,6,10.11,12.057,14.004,15.951,white,brown ,16.951,white,brown ,Argentina,Buenos Aires,CASTEL FRERES,4514
3363,white,6,220000,280000,1.1,0.034,47,90,0.98862,3.22,3.22,3.22,0.38,12.6,6,10.69,12.746,14.802,16.858,white,red,17.858,white,red,England ,mancity,CASTEL FRERES,4514
3364,white,6,200000,260000,1.1,0.033,38,67,0.98954,3.14,3.14,3.14,0.38,11.5,6,10.18,12.15,14.12,16.09,white,black,17.09,white,black,USA,"Washington, D.C.",CASTEL FRERES,4514
